0,1468286882,Tue Apr 07 00:45:26 PDT 2009,NO_QUERY,jamesisapc,Wikipedia has gone  forever! See what the goverment do its there fualt lets hope donations or something bring it back !!,0,0
0,1468228737,Tue Apr 07 00:25:23 PDT 2009,NO_QUERY,egimbel,TV w/charley she is too cute and too sweet...trying to get over the blues  cheer me up tweeters,0,0
0,1469026627,Tue Apr 07 04:53:52 PDT 2009,NO_QUERY,Ste1987,@23graeme23 Same  - Had an unproductive morning too.,0,0
4,2191865470,Tue Jun 16 06:06:27 PDT 2009,NO_QUERY,chelano,"late last night all the way till this morning so far, I really just feel upset.  But I will be fine.  I have had worse things.  ",4,1
0,1469270589,Tue Apr 07 05:50:07 PDT 2009,NO_QUERY,TwitchBunny,"@techathead no, but my blackjak's media player is corrupt (even tho it's in ROM) so also won't ring. They say I need to get a replacement ",0,0
0,1548856054,Fri Apr 17 22:11:17 PDT 2009,NO_QUERY,2gcasereviews,"Just installed TweetDeck, and man i can see why people use it! But how do i load all my tweets? ",0,0
0,1468467119,Tue Apr 07 01:50:49 PDT 2009,NO_QUERY,Bryionak,does not know how he got home last night ,0,0
4,2193501035,Tue Jun 16 08:32:36 PDT 2009,NO_QUERY,Frans_P,@lovecookies inspired by your positive charisma I'm following you ,4,1
4,2192356958,Tue Jun 16 06:54:55 PDT 2009,NO_QUERY,PaulineMJ,@loveyoumoreMJ hiya! how are you ,4,1
0,1468867199,Tue Apr 07 04:08:47 PDT 2009,NO_QUERY,orangepascal,"Squashing bugs left and right, good thing they don't have legs ! Oh man, I'm resorting to developer-geek jokes.   sorry",0,0
0,1469835363,Tue Apr 07 07:33:34 PDT 2009,NO_QUERY,garrywb,yay unemployment!  I hate my life.,0,0
0,1468260438,Tue Apr 07 00:36:12 PDT 2009,NO_QUERY,mcsteph94,why do other people get replies ,0,0
4,2193008290,Tue Jun 16 07:52:06 PDT 2009,NO_QUERY,tovbinm,@MarcusduSautoy Just &quot;edit the page&quot; and then one of the reviewers will approve the change  Looking forward for your speech at HUJI@21\06,4,1
4,2191371845,Tue Jun 16 05:08:07 PDT 2009,NO_QUERY,withoutayard,"@FoluB you are my brutally honest cold hearted hero, Mr Grinch ",4,1
4,2192425523,Tue Jun 16 07:01:12 PDT 2009,NO_QUERY,Spacefrog29,@marathon_photos I'll give you a wave on sunday ,4,1
4,2191484501,Tue Jun 16 05:22:23 PDT 2009,NO_QUERY,angelcute10,soooooo......... gudnyt everybody!!! have a nice dream!!! ,4,1
4,2192377830,Tue Jun 16 06:56:54 PDT 2009,NO_QUERY,supernova_star,@UKay_Cheung thanks very much for the follow...you have beautiful images  I'm a visual artist as well. hope to tweet with you soon!,4,1
4,2192560907,Tue Jun 16 07:13:07 PDT 2009,NO_QUERY,TiiShirt,http://twitpic.com/7jihk - thanks ,4,1
4,2193078595,Tue Jun 16 07:58:05 PDT 2009,NO_QUERY,whackowilson,@tonyfernandes congrats air asia  welcome to the fleet.,4,1
0,1469356207,Tue Apr 07 06:07:20 PDT 2009,NO_QUERY,NanieVersace,On my way 2 class....I hate art history    Then its my Psyc class... then work for the rest of my day...I want to sleep!!,0,0
4,2192104031,Tue Jun 16 06:30:52 PDT 2009,NO_QUERY,johncoffeymusic,"@lucasreinds had a good lunch, always a good thing to hear ",4,1
0,1468416283,Tue Apr 07 01:32:03 PDT 2009,NO_QUERY,dr_anwar,"i'm in my clinic, its booring  http://twitpic.com/2y6qq",0,0
0,1469785970,Tue Apr 07 07:24:55 PDT 2009,NO_QUERY,OMGSarahsays,I want to go see 'the boat that rock' but I've got no one to go with ,0,0
0,1468084476,Mon Apr 06 23:37:41 PDT 2009,NO_QUERY,deafdorkette86,Now i want Amanita  ...someone made me feel unliving.,0,0
4,2191882473,Tue Jun 16 06:08:14 PDT 2009,NO_QUERY,BooksByTara,@NTFFC ooooooooo - that's a beautiful mixed bouquet!  Thanks for sharing - I'm a flower freak ,4,1
0,1468881063,Tue Apr 07 04:13:03 PDT 2009,NO_QUERY,gcnovus,had a lot of trouble sleeping last night. went to bed early and still had to sleep in an extra hour. grr ,0,0
4,2192790184,Tue Jun 16 07:33:12 PDT 2009,NO_QUERY,cpearson1990,"Wishes ppl would start challenging him on tap tap, come on peeps ",4,1
4,2193156010,Tue Jun 16 08:04:21 PDT 2009,NO_QUERY,lillyj,"oh so neat! a word cloud generated using your follower's bios: http://is.gd/13vrD i like that food, media and love prominent ",4,1
0,1548837356,Fri Apr 17 22:07:34 PDT 2009,NO_QUERY,hollseey,"Off to buy bread in a few mins, the house is literally empty of food  i think i ate it all.. lol",0,0
0,1468645121,Tue Apr 07 02:55:36 PDT 2009,NO_QUERY,mommamaia,Didn't want to be a tax inspector anyway ,0,0
0,1469895659,Tue Apr 07 07:44:20 PDT 2009,NO_QUERY,IvoireofDTP,"@saldtprecords dang near snowing, its snow flurries  from sandals to boots again. crazy",0,0
0,1469045781,Tue Apr 07 04:58:50 PDT 2009,NO_QUERY,slizbiz,i miss going to school ,0,0
4,2191530798,Tue Jun 16 05:28:10 PDT 2009,NO_QUERY,jacoblovie,@TheDarrenxshow No it was so much fun! In thew breaks they were telling so many rude jokes! ,4,1
0,1468405683,Tue Apr 07 01:28:12 PDT 2009,NO_QUERY,Bartemans,"@robertzalme Yes I do... Too much theory getting in, not much solutions coming out... ",0,0
0,1469047517,Tue Apr 07 04:59:18 PDT 2009,NO_QUERY,womenoftheworld,@Jeni86 Its only Tuesday gorgeous!! hasnt even reached mid week yet ,0,0
4,2193055703,Tue Jun 16 07:56:10 PDT 2009,NO_QUERY,TaraLSF,"@anasqtiesh sounds good, looked up fortwars, still a bit confused though ",4,1
0,1468473980,Tue Apr 07 01:53:27 PDT 2009,NO_QUERY,stompthewalrus,@AnotherA   ,0,0
0,1468663148,Tue Apr 07 03:01:48 PDT 2009,NO_QUERY,dilalid,i hate the new facebook look either! so messy and everything is all over the place! i want the old one back! ,0,0
4,2191485416,Tue Jun 16 05:22:29 PDT 2009,NO_QUERY,kaliczi,instead of saying &quot;going to work&quot; we should instead say &quot;going to minister in the workplace.&quot; Thanks @KevinBussey. ,4,1
4,2192377556,Tue Jun 16 06:56:53 PDT 2009,NO_QUERY,614Magazine,My iPhone cherry has just been popped! Now I can live time keep ya'll updated on stuff and stay in better contact! ,4,1
4,2193223960,Tue Jun 16 08:09:56 PDT 2009,NO_QUERY,JeanineRenee,I think it's about that time I get a J O B. Too much time on my hands =Trouble. Lol ,4,1
0,1548492802,Fri Apr 17 21:06:16 PDT 2009,NO_QUERY,ecstewart,"@rebeccajones Dunno how u can keepup w/2 accts. I could not. Good luck w/that!! ;) If I followed, I'd get randy 2, but it's bad for biz. ",0,0
0,1469258967,Tue Apr 07 05:47:37 PDT 2009,NO_QUERY,jamie5015,"Upset that my cat won't take her medicine, again.  ",0,0
0,1469176205,Tue Apr 07 05:29:47 PDT 2009,NO_QUERY,catbook,Simba is already missing Sally &amp; Zac  http://apps.facebook.com/catbook/profile/view/1043840,0,0
0,1468415002,Tue Apr 07 01:31:33 PDT 2009,NO_QUERY,TIFFANYTRUONG,"Ashley tisdale, I love you!!! But why did you dye your hair?! ",0,0
0,1469161837,Tue Apr 07 05:26:32 PDT 2009,NO_QUERY,aspainhower,My baby turns 9 yo today! I'm feeling a little old! ,0,0
0,1548612324,Fri Apr 17 21:26:58 PDT 2009,NO_QUERY,vale101,"@nick_carter iï¿½m sad!!! u donï¿½t like my joke....  ok, i thinks to a new joke!!!!! jajajaja",0,0
0,1468469066,Tue Apr 07 01:51:33 PDT 2009,NO_QUERY,lindsaylullaby,"Forgot about shitty co-op, ugh. ",0,0
4,2193372787,Tue Jun 16 08:22:08 PDT 2009,NO_QUERY,nicolette1118,@aari1994 hehehe... its fun though ,4,1
0,1548835188,Fri Apr 17 22:07:08 PDT 2009,NO_QUERY,gillesguillemin,"Saturday morning promotion: if there was only one firefox plugin, it should be http://www.feedly.com (but it eats up my life ",0,0
0,1468820809,Tue Apr 07 03:54:37 PDT 2009,NO_QUERY,xVivicax,@finalcontext  Luckily I'm on holiday at the mo! But it's still all work  What is it you do ?,0,0
0,1469504046,Tue Apr 07 06:34:55 PDT 2009,NO_QUERY,i_core,I am trying to imagine that it is raining outside... ,0,0
0,1469675913,Tue Apr 07 07:05:25 PDT 2009,NO_QUERY,lalayu,@MaryHogan2 Did a missionary make you mad? ,0,0
4,2192141538,Tue Jun 16 06:34:33 PDT 2009,NO_QUERY,irfana27,i'm having a great time today ,4,1
4,2191772135,Tue Jun 16 05:56:35 PDT 2009,NO_QUERY,WParenthetical,@mimbles hehe  Is why I love it: all these new and old connections that we're not usually aware of...,4,1
4,2191926199,Tue Jun 16 06:12:48 PDT 2009,NO_QUERY,taylor_blue,Good morning everyone! ,4,1
4,2192793086,Tue Jun 16 07:33:27 PDT 2009,NO_QUERY,guybartoli,Joe is here  anddd july 3rd is dayglow! Whos going? Cuz i sure as hell am,4,1
4,2192720329,Tue Jun 16 07:27:12 PDT 2009,NO_QUERY,DIYSara,@andymcnally so far so good   &lt;&lt;hugs&gt;&gt; take care of yourself hun n enjoy your day â¥,4,1
4,2193030613,Tue Jun 16 07:54:02 PDT 2009,NO_QUERY,gymmy,"@partridge Haha it was green, I changed it because it made me sick ",4,1
4,2191498781,Tue Jun 16 05:24:11 PDT 2009,NO_QUERY,annamols,Baby jendra is stayin at my house  aww he cnt stop cryin ikikikki,4,1
0,1548280964,Fri Apr 17 20:31:33 PDT 2009,NO_QUERY,hazeymarie,This is what happens when people ditch out on our &quot;woohoo Friday night!&quot; Fridays. ,0,0
0,1468304596,Tue Apr 07 00:51:41 PDT 2009,NO_QUERY,vivavar,Blip.fm is undergoing maintenance.  http://blip.fm/,0,0
0,1468834078,Tue Apr 07 03:58:44 PDT 2009,NO_QUERY,bitchville,"@KevAnthony let me give you a hug, its cold here too ",0,0
0,1468141439,Mon Apr 06 23:56:33 PDT 2009,NO_QUERY,tinnion,was super lucky to get a seat on the train. We pay ï¿½40 for this 25 min journey. ,0,0
4,2192401734,Tue Jun 16 06:59:08 PDT 2009,NO_QUERY,honemastert,@OneGear1972 re: barefeet  i dont know but for some reason i couldnt stop watching..!? thats 2:43 of my life I wont get back!? darn you!! ,4,1
4,2193122972,Tue Jun 16 08:01:43 PDT 2009,NO_QUERY,boatingirl,@StephNBC13HD LOVIN' the &quot;stinkin'&quot; hot temps forecast. It is what it is and somebody has to tell it  Great job!,4,1
4,2191681998,Tue Jun 16 05:46:10 PDT 2009,NO_QUERY,dukel_boy,@andyroddick how are you Andy. Im can't wait to see you on court again. Im your avid fan here in the Philippines. Get well and good luck. ,4,1
4,2193343714,Tue Jun 16 08:19:47 PDT 2009,NO_QUERY,suzylily,"@jodienas Hey Jodie, are you on Facebook as well?  Would love to have you on there on my friends list! ",4,1
0,1548343657,Fri Apr 17 20:41:37 PDT 2009,NO_QUERY,_METH,@gabrielgray you are just awful ,0,0
4,2193477063,Tue Jun 16 08:30:40 PDT 2009,NO_QUERY,Fay_H,is off to salsaaaa  then t.reilly !,4,1
4,2191342206,Tue Jun 16 05:04:23 PDT 2009,NO_QUERY,xEviLovesMcFLYx,"@CaroMcFly Yeah, but it's bcuz we had 2 weeks holdays recently.  I'm in 8th grade &quot;Realschule&quot; (dunno what it's in english xD) wbu?",4,1
4,2192182144,Tue Jun 16 06:38:33 PDT 2009,NO_QUERY,blottingpaper,has lots of new clothes. ,4,1
4,2191769992,Tue Jun 16 05:56:21 PDT 2009,NO_QUERY,officialpeta,@foxrider90210 That's so great!  Congrats on making the switch.   You'll feel so much better.,4,1
0,1548608532,Fri Apr 17 21:26:17 PDT 2009,NO_QUERY,Look4daTruth,@SongzYuuup aaww trey trey i'm sorry for being demanding i just wanted to hear from you. Please accept my apology ,0,0
4,2191649856,Tue Jun 16 05:42:25 PDT 2009,NO_QUERY,JulienCoquet,"@osch and happy birthday to you, sir! ",4,1
4,2191843686,Tue Jun 16 06:04:12 PDT 2009,NO_QUERY,LMStellaPR,@meetmeatmikes dont blame me if you freak out! Im gonna go make a double espresso and enjoy the wiolence ,4,1
4,2193372549,Tue Jun 16 08:22:07 PDT 2009,NO_QUERY,xboycottlove,So close to level 26 on R.C. ,4,1
0,1469494445,Tue Apr 07 06:33:11 PDT 2009,NO_QUERY,campcreek,"@Sprucehillfarm @paccadoodle very sad, and i was completely surprised! @paccadoodle, sorry it got spoiled for you.  twitter does do that.",0,0
0,1468282395,Tue Apr 07 00:43:53 PDT 2009,NO_QUERY,its_julia,I have a cold  buee,0,0
4,2192561100,Tue Jun 16 07:13:08 PDT 2009,NO_QUERY,sunnysidexo,i wan't a princess tiara ,4,1
0,1548641370,Fri Apr 17 21:32:00 PDT 2009,NO_QUERY,teashabayles,Very very sick ,0,0
0,1469441039,Tue Apr 07 06:23:30 PDT 2009,NO_QUERY,gangane,where are youu ? ,0,0
0,1468226377,Tue Apr 07 00:24:32 PDT 2009,NO_QUERY,KristenCB,Goodnight everyone. Well I'm not feeling much better and I'm going to the doctor tomorrow.  ,0,0
4,2191634307,Tue Jun 16 05:40:35 PDT 2009,NO_QUERY,caparsons,OK - swapped out their speaker. New guy has variable intonations! Now actually having live demo of the Pre ,4,1
0,1469127744,Tue Apr 07 05:18:41 PDT 2009,NO_QUERY,TaylorHale,On the bus off to school... Boo. Making up the biology test today. ,0,0
0,1548287118,Fri Apr 17 20:32:30 PDT 2009,NO_QUERY,giannaxolynn,"My computer is broken, technology hates me ",0,0
4,2192514125,Tue Jun 16 07:09:01 PDT 2009,NO_QUERY,MattWilcox,@brucel ha! Direct observation while fetching milk from the office over the driveway ,4,1
0,1470226711,Tue Apr 07 08:43:33 PDT 2009,NO_QUERY,NSalassi,@ilove5spots I want one too but can't eat till noon ,0,0
0,1470059230,Tue Apr 07 08:13:35 PDT 2009,NO_QUERY,girlhaq,I feel worn out and it's only Tuesday ,0,0
4,2193281089,Tue Jun 16 08:14:38 PDT 2009,NO_QUERY,witnessamiracle,is a happy girl! Thanks Takako from AAAJ! You rock!  Love the little something you included along with the album too! ,4,1
4,2193078818,Tue Jun 16 07:58:06 PDT 2009,NO_QUERY,an_other,@JohnnyBravo73 &quot;sunny day in Prescot&quot; is that not an oxymoron ,4,1
0,1467954059,Mon Apr 06 22:58:42 PDT 2009,NO_QUERY,zeet75,I don't get statistics!  Its all a bunch of mumbo jumbo for me.,0,0
4,2191681345,Tue Jun 16 05:46:06 PDT 2009,NO_QUERY,RawatCentral,"made a lovely mango and peach crumble for tonight, treat! ",4,1
4,2191600931,Tue Jun 16 05:36:37 PDT 2009,NO_QUERY,BoL7z,@Ninja_Catfish my canalphones went through the wash  but they still work perfectly  and now they're clean woot,4,1
0,1468541955,Tue Apr 07 02:18:23 PDT 2009,NO_QUERY,angelsk,@overheardatmoo Wish I could have participated this time ,0,0
4,2192838261,Tue Jun 16 07:37:26 PDT 2009,NO_QUERY,CatherineRyan_x,"@officialakaye http://twitpic.com/7jkc4 - Aw, Nadine looks like an angel! Love all the pics  xo",4,1
0,1468482279,Tue Apr 07 01:56:40 PDT 2009,NO_QUERY,Lolly_B,Pretty sure everything electrical in my house is slowly dying on me  [Like I have enough money to replace all my stuff!!!],0,0
0,1468159152,Tue Apr 07 00:02:16 PDT 2009,NO_QUERY,AshleyJaded,Longing to own a sewing machine! My Birthday is too far away! ,0,0
4,2192812334,Tue Jun 16 07:35:07 PDT 2009,NO_QUERY,sruthy_raj,"Boy friend told to prepare for break up, but didn't tell how. Tips invited ",4,1
4,2191736281,Tue Jun 16 05:52:32 PDT 2009,NO_QUERY,Maxi91,puh done with school and stuff today ,4,1
0,1468492354,Tue Apr 07 02:00:19 PDT 2009,NO_QUERY,MATTY_METAL118,Pure hurt my neck at the gym ,0,0
4,2193180007,Tue Jun 16 08:06:17 PDT 2009,NO_QUERY,KeLs7308,@SimoneLesley aww cheer up sweetheart!! ,4,1
4,2192837274,Tue Jun 16 07:37:20 PDT 2009,NO_QUERY,frankidurbin,@_sarakate_  @tmstanton I'll see what I can do ,4,1
4,2192019907,Tue Jun 16 06:22:25 PDT 2009,NO_QUERY,lindseygbaker,day off with my husband to celebrate our 2nd anniversary!  Off to the golf course ,4,1
4,2193103097,Tue Jun 16 08:00:08 PDT 2009,NO_QUERY,valerievance,"Play half a game, get a WHOLE snow cone ",4,1
0,1468202565,Tue Apr 07 00:16:25 PDT 2009,NO_QUERY,becjee,@thisisguan ,0,0
0,1469918284,Tue Apr 07 07:48:29 PDT 2009,NO_QUERY,mrf5061,I love it when class gets cancelled! Too bad it's my 2nd of 3 classes of the day so I still have to stay for my 1st &amp; last ones ,0,0
0,1467825003,Mon Apr 06 22:23:28 PDT 2009,NO_QUERY,leslierosales,@katortiz  Not forever... See you soon!,0,0
4,2193277168,Tue Jun 16 08:14:18 PDT 2009,NO_QUERY,peachtweet,"@JKL_Katie omg, i know. it's annoying! they're like &quot;hi i'm jim and i lost 20 pounds on nutrisystem.&quot; i'm like WHO CARESSSSSS?! bahahaha ",4,1
0,1548607472,Fri Apr 17 21:26:07 PDT 2009,NO_QUERY,Christyxcore,just finished dexter season 2. Love this friggin show. Season 3 in netflix queue but doesn't look like the dvds are out yet ,0,0
4,2192101420,Tue Jun 16 06:30:36 PDT 2009,NO_QUERY,dylalicious,@LeCapitainesexy ,4,1
4,2191885999,Tue Jun 16 06:08:36 PDT 2009,NO_QUERY,NinaRoesner,"@money_ministry Exactly - it's HIS movie, we are not the stars!  ",4,1
4,2192336460,Tue Jun 16 06:53:00 PDT 2009,NO_QUERY,Humble63,Gospel commute: @kirkfranklin My Life My Love My All NEXT: Miss Mass Why We Don't Rap/Amazing Grace. ,4,1
0,1467853356,Mon Apr 06 22:30:54 PDT 2009,NO_QUERY,dbmendel,Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too ,0,0
4,2192313778,Tue Jun 16 06:50:50 PDT 2009,NO_QUERY,RonnieKarmo,Study party my house. Date and time. TBD. And I have a big crush on Rathnayake ,4,1
4,2192982480,Tue Jun 16 07:49:56 PDT 2009,NO_QUERY,nishland,@WilliamsonDavid you must come up with a hybrid approach.  everyone should feel the love! be uber-social ,4,1
4,2191699693,Tue Jun 16 05:48:17 PDT 2009,NO_QUERY,UNBREAKABLEkaos,@ajmclean_team im great and proud to be a bsb fan #BSB ,4,1
0,1468639568,Tue Apr 07 02:53:34 PDT 2009,NO_QUERY,Love_Wave,"@Andy_Winward Only &quot;seem&quot;, Funny? ",0,0
0,1468268543,Tue Apr 07 00:38:59 PDT 2009,NO_QUERY,iliPahgz, Heroes is losing it's momentum ): come on writers pick it up!!!,0,0
0,1469316410,Tue Apr 07 05:59:40 PDT 2009,NO_QUERY,danalar," loads of people are going to t4 on the beach, is there anyone who ISNT going?!",0,0
4,2192355467,Tue Jun 16 06:54:47 PDT 2009,NO_QUERY,mycoldman,Playing the latest build of Just Cause 2. Creating chaos. ,4,1
0,1469811627,Tue Apr 07 07:29:26 PDT 2009,NO_QUERY,Kanz06,"last night was way to over whelming... i need to get away, and ive just gotten back..  8.5 more weeks and then the fun begins.",0,0
4,2193102415,Tue Jun 16 08:00:05 PDT 2009,NO_QUERY,10Yetis,"@DiddleYays Ha ha ha, did not want to name names as I thought it was a bit cheeky - but cheers  loved it and v jealous of ur offices!",4,1
4,2192272358,Tue Jun 16 06:46:59 PDT 2009,NO_QUERY,fazerboy,@safensound79  hey hows you ?  yeah was out at the weekend   went on my arse lol (it was raining :S)  how ya been ?,4,1
0,1469009597,Tue Apr 07 04:49:22 PDT 2009,NO_QUERY,Yilishabi,"sadly no boarding today, picked up a bug from somewhere ",0,0
4,2192165439,Tue Jun 16 06:36:54 PDT 2009,NO_QUERY,ginnette16,Good morning everyone ,4,1
4,2192292478,Tue Jun 16 06:48:52 PDT 2009,NO_QUERY,Shivvyxx,"@Dougiemcfly http://twitpic.com/5tgxo This is an amazing painting and everything to do with McFLY, Please look at it  She's amazing",4,1
0,1470069577,Tue Apr 07 08:15:23 PDT 2009,NO_QUERY,carrotmadman6,It definitely isn't fun reading 8h of Tweets... ,0,0
4,2191789715,Tue Jun 16 05:58:32 PDT 2009,NO_QUERY,pixelnated,@amstar Happy Birthday!  Hope you get out and enjoy it ,4,1
4,2191999884,Tue Jun 16 06:20:22 PDT 2009,NO_QUERY,SWMaina,@roomthinker I was thinking that maybe you were using it as a spoon ,4,1
4,2192961172,Tue Jun 16 07:48:05 PDT 2009,NO_QUERY,iLoveKevinToo,Dropping my sister off at the Nashville airport. Then we are gonna go shop downtown. ,4,1
0,1468427421,Tue Apr 07 01:36:14 PDT 2009,NO_QUERY,kyleskywalker,@mattg00d i dont like you not having internet. You dont tweet as much. ,0,0
0,1550697114,Sat Apr 18 06:58:55 PDT 2009,NO_QUERY,katzenkotze,unfortunally i forgot my #macbook at home in #bremen  so i have to work with a windows pc and to be honest: and i hate it ;-),0,0
0,1468656042,Tue Apr 07 02:59:34 PDT 2009,NO_QUERY,SiobhanOliver,@AllanCavanagh thanks for the link Allan-DM not working...laptop on a go slow ,0,0
0,1469419692,Tue Apr 07 06:19:32 PDT 2009,NO_QUERY,oobinsnaffa,@lunerose Oh no... I haven't watched any of the current season yet because I was afraid it would start to suck ,0,0
0,1469110627,Tue Apr 07 05:14:40 PDT 2009,NO_QUERY,DanSilverMirror,@willcarling Pickle in a toasted sandwich? Are you sure? That's like inviting Chernobyl into your mouth ,0,0
0,1469369538,Tue Apr 07 06:09:57 PDT 2009,NO_QUERY,wishus,has a sore throat today. ,0,0
4,2192226193,Tue Jun 16 06:42:44 PDT 2009,NO_QUERY,StephieMay,"@schmidtultra Okay, cool. Good to know! We'll try to make it by 8 fo' sho.  The puppy needs her love!",4,1
